id,title,description,availability,condition,price,link,image_link,additional_image_link,brand,item_group_id,google_product_category,custom_label_0
CRCC0251,Copa Cata 251 ml,<p>Capacidad 251 ml</p><p>Caja de 36 unidades</p><p>Articulo importado</p>,in stock,new,3051.62 ARS,https://dc-inc-web-v3.vercel.app/producto/copa-cata-251-ml,https://cdn.sanity.io/images/4sov2yyo/production/f1013fd89c9733226090960415f708bb0e5e19be-1280x1280.jpg,,DC Inc,CRCC0251,,
PRCN0215,Copa Cata Normalizada 215 ml,<p>Capacidad 215 ml</p><p>Caja de 30 unidades</p><p>Producto Nacional</p>,in stock,new,5614.40 ARS,https://dc-inc-web-v3.vercel.app/producto/copa-cata-normalizada-215-ml,https://cdn.sanity.io/images/4sov2yyo/production/4598ad2ecc16a1340590e6845df0a47fbe2009b3-1280x1280.jpg,,DC Inc,PRCN0215,,
ARCN0215,Copa Cata Normalizada 215 ml,<p>Capacidad 210 o 215 ml</p><p>Caja de 6 unidades</p><p>Articulo importado</p>,in stock,new,12266.15 ARS,https://dc-inc-web-v3.vercel.app/producto/copa-cata-normalizada-215-ml,https://cdn.sanity.io/images/4sov2yyo/production/4c4578fcb9e337e0f8902423ac5a2a3672824c44-1280x1280.png,,DC Inc,ARCN0215,,
ARC0500,Copa Cervoise 500 ml,<p>Capacidad&nbsp;500 ml</p><p>Caja de 500 ml: 6 unidades</p><p>Opcional servicio de impresion</p>,in stock,new,11179.35 ARS,https://dc-inc-web-v3.vercel.app/producto/copa-cervoise-500-ml,https://cdn.sanity.io/images/4sov2yyo/production/f81801dff058f2112f2a0e50e07abcc8e235ee1b-1280x1280.jpg,,DC Inc,ARC0500,,
NABR0200,Copa Champagne Brunello 200 ml,<p>- Capacidad 200 ml</p><p>- Caja de 12 unidades</p><p>- Opcional servicio de impresion</p><p>- Producto Importado</p>,in stock,new,2386.27 ARS,https://dc-inc-web-v3.vercel.app/producto/copa-champagne-brunello-200-ml,https://cdn.sanity.io/images/4sov2yyo/production/61460758de4b161e888b1f940c9461a98a8f13cb-1280x1280.jpg,,DC Inc,NABR0200,,
SMCR0190,Copa Champagne Buffet 186 ml,<p>- Capacidad 186 ml</p><p>- Caja de 24 unidades</p><p>- Opcional servicio de impresion</p><p>- Producto Importado</p>,in stock,new,2205.12 ARS,https://dc-inc-web-v3.vercel.app/producto/copa-champagne-buffet-186-ml,https://cdn.sanity.io/images/4sov2yyo/production/30c6c8492d8d6461137591149080a09597bc3eb0-1280x1280.png,,DC Inc,SMCR0190,,
NAWC0210,Copa Champagne Windsor 190 ml,<p>- Capacidad 190 ml</p><p>- Caja de 12 unidades</p><p>- Opcional servicio de impresion</p><p>- Producto Importado</p>,in stock,new,1592.49 ARS,https://dc-inc-web-v3.vercel.app/producto/copa-champagne-windsor-190-ml,https://cdn.sanity.io/images/4sov2yyo/production/6269077872099fbceac521d4f8cdd9fbe811425a-1280x1280.jpg,,DC Inc,NAWC0210,,
NACT0230,Copa Coctel 230 ml,<p>- Capacidad 230 ml</p><p>- Caja de 6 unidades</p><p>- Opcional servicio de impresion</p><p>- Producto Importado</p>,in stock,new,3366.14 ARS,https://dc-inc-web-v3.vercel.app/producto/copa-coctel-230-ml,https://cdn.sanity.io/images/4sov2yyo/production/f7146631833b5ec55bfdd5ee827fe6747e2c0e92-1280x1280.png,,DC Inc,NACT0230,,
PRCC0450,Copa Cognac 450 ml,<p>- Capacidad 450 ml</p><p>- Caja de 12 unidades</p><p>- Opcional servicio de impresion</p><p>- Producto Nacional</p>,in stock,new,5702.13 ARS,https://dc-inc-web-v3.vercel.app/producto/copa-cognac-450-ml,https://cdn.sanity.io/images/4sov2yyo/production/bfa2a55f244c03589d33b89f2871953d0852b095-1280x1280.png,,DC Inc,PRCC0450,,
NAD0550,Copa Denver 550 ml,<p>Capacidad 550 ml</p><p>Caja de 550&nbsp;ml: 12 unidades</p><p>Opcional servicio de impresion</p>,in stock,new,3306.85 ARS,https://dc-inc-web-v3.vercel.app/producto/copa-denver-550-ml,https://cdn.sanity.io/images/4sov2yyo/production/9df0f683d98bbaea8d5a23683852fa63f0899c55-1280x1280.png,,DC Inc,NAD0550,,
ROCD435,Copa Dg 435 ml,<p>Capacidad 435 ml</p><p>Caja de 48 unidades</p><p>Opcional servicio de impresion</p>,in stock,new,2288.59 ARS,https://dc-inc-web-v3.vercel.app/producto/copa-dg-435-ml,https://cdn.sanity.io/images/4sov2yyo/production/6d4e2953908d1f56ce76da656ffa7006557a4708-1280x1280.jpg,,DC Inc,ROCD435,,
ROCD450,Copa Dg 450 ml,<p>Capacidad 435 ml</p><p>Caja de 48 unidades</p><p>Opcional servicio de impresion</p>,in stock,new,2288.59 ARS,https://dc-inc-web-v3.vercel.app/producto/copa-dg-450-ml,https://cdn.sanity.io/images/4sov2yyo/production/c28c3335c2658e21dd46e033ad3f9bd76c828ad7-1280x1280.jpg,,DC Inc,ROCD450,,
LBD0500,Copa Diamond 500 ml,<p>Capacidad 500 ml</p><p>Caja de 400&nbsp;ml: 12 unidades</p><p>Opcional servicio de impresion</p>,in stock,new,5490.42 ARS,https://dc-inc-web-v3.vercel.app/producto/copa-diamond-500-ml,https://cdn.sanity.io/images/4sov2yyo/production/97965b443d258c9002c8793516432ecf907eb602-1280x1280.png,,DC Inc,LBD0500,,
NAD0410,Copa Dublin 410 ml,<p>Capacidad 410 ml</p><p>Caja de 410&nbsp;ml: 12 unidades</p><p>Opcional servicio de impresion</p>,in stock,new,2633.29 ARS,https://dc-inc-web-v3.vercel.app/producto/copa-dublin-410-ml,https://cdn.sanity.io/images/4sov2yyo/production/b0a7c55d86729b8acbb33fb12727e1b5fa20f0ba-1280x1280.jpg,,DC Inc,NAD0410,,
LBE0518,Copa Embassy 17.5 Oz,<p>Copa Embassy 17.5 Oz Libbey.</p><p>Capacidad 518 ml.</p><p>Caja de 24&nbsp;unidades.</p><p>Opcional servicio de&nbsp;impresion.&nbsp;</p><p>Producto importado.</p>,in stock,new,7663.79 ARS,https://dc-inc-web-v3.vercel.app/producto/copa-embassy-17-5-oz,https://cdn.sanity.io/images/4sov2yyo/production/2ad4d1caa354ff34ca46213faa359879fb79062c-1280x1280.jpg,,DC Inc,LBE0518,,
LBEC0340,Copa Embassy Cognac 340 ml,<p>Capacidad 340&nbsp;ml</p><p>Caja de 340 ml: 24 unidades</p><p>Opcional servicio de impresion</p>,in stock,new,6224.29 ARS,https://dc-inc-web-v3.vercel.app/producto/copa-embassy-cognac-340-ml,https://cdn.sanity.io/images/4sov2yyo/production/2fa13ea5cb1c5f6a06948089c201921fd4b53496-1280x1280.jpg,,DC Inc,LBEC0340,,
CECH0395,Copa Eze 395 ml,<p>Capacidad 395 ml</p><p>Caja de 395&nbsp;ml: 12 unidades</p><p>Opcional servicio de impresion</p>,in stock,new,2606.19 ARS,https://dc-inc-web-v3.vercel.app/producto/copa-eze-395-ml,https://cdn.sanity.io/images/4sov2yyo/production/d89b2d678baefd2e32a335047cf46179f1ef690f-1280x1280.png,,DC Inc,CECH0395,,
CECH0600,Copa Eze 600 ml,<p>Capacidadb600 ml</p><p>Caja de 6000&nbsp;ml: 12 unidades</p><p>Opcional servicio de impresion</p>,in stock,new,3407.01 ARS,https://dc-inc-web-v3.vercel.app/producto/copa-eze-600-ml,https://cdn.sanity.io/images/4sov2yyo/production/cc456fb26a4fdc191cb631670158c9b862b39402-1280x1280.png,,DC Inc,CECH0600,,
NAFI0400,Copa Fiore 400 ml,<p>Capacidad 400 ml</p><p>Caja de 12 unidades</p><p>Opcional servicio de impresion</p>,in stock,new,2937.95 ARS,https://dc-inc-web-v3.vercel.app/producto/copa-fiore-400-ml,https://cdn.sanity.io/images/4sov2yyo/production/decdd7e408932bc55ec7a7e2a06215627fbb3adc-16001x16000.png,,DC Inc,NAFI0400,,
NAFI0515,Copa Fiore 515 ml,<p>Capacidad 515 ml</p><p>Caja de 6 unidades</p><p>Opcional servicio de impresion</p>,in stock,new,3489.65 ARS,https://dc-inc-web-v3.vercel.app/producto/copa-fiore-515-ml,https://cdn.sanity.io/images/4sov2yyo/production/f921a624b3c792b1d0f7d4e981cb7a1bc0e32fcc-16001x16000.png,,DC Inc,NAFI0515,,
product_6b7a35cb-8116-b595-3623-64f9a304e008,Copa Florida 300 ml,<p>Capacidad 300 ml</p><p>Caja de&nbsp;24 unidades</p><p>Opcional servicio de impresion</p>,in stock,new,455.35 ARS,https://dc-inc-web-v3.vercel.app/producto/copa-florida-300-ml,https://cdn.sanity.io/images/4sov2yyo/production/7a6f1be2926a3f6b999c9ec9d5e59c4e92c3df6b-1280x1280.png,,DC Inc,product_6b7a35cb-8116-b595-3623-64f9a304e008,,
NAF0300,Copa Florida 300 ml,<p>Capacidad 300 ml</p><p>Caja de 300&nbsp;ml: 24&nbsp;unidades</p><p>Opcional servicio de impresion</p>,in stock,new,1958.09 ARS,https://dc-inc-web-v3.vercel.app/producto/copa-florida-300-ml,https://cdn.sanity.io/images/4sov2yyo/production/7a6f1be2926a3f6b999c9ec9d5e59c4e92c3df6b-1280x1280.png,,DC Inc,NAF0300,,
NAFC0300,Copa Floripa 300 ml,<p>Capacidad&nbsp;300 ml</p><p>Caja de 300&nbsp;ml: 12 unidades</p><p>Opcional servicio de impresion</p>,in stock,new,2877.03 ARS,https://dc-inc-web-v3.vercel.app/producto/copa-floripa-300-ml,https://cdn.sanity.io/images/4sov2yyo/production/e3aa1d58140e3d5baa6b0b2c728811f69bd84131-1280x1280.jpg,,DC Inc,NAFC0300,,
NAG0250,Copa Gallant 250 ml,<p>Capacidad&nbsp;250 ml</p><p>Caja de 250 ml: 12 unidades</p><p>Opcional servicio de impresion</p>,in stock,new,2142.53 ARS,https://dc-inc-web-v3.vercel.app/producto/copa-gallant-250-ml,https://cdn.sanity.io/images/4sov2yyo/production/f429f1532a0cbb3f8c0554d5af0f5ee6a545cccc-1280x1280.png,,DC Inc,NAG0250,,
NAG0320,Copa Gallant 320 ml,<p>Capacidad 320 ml</p><p>Caja de 12 unidades</p><p>Opcional servicio de impresion</p>,in stock,new,2386.27 ARS,https://dc-inc-web-v3.vercel.app/producto/copa-gallant-320-ml,https://cdn.sanity.io/images/4sov2yyo/production/0fb5049a94033a94ba74103d47dc619aaad15f31-1280x1280.jpg,,DC Inc,NAG0320,,
NACBL0185,Copa Gallant Champagne 180 ml,<p>Copa Champagne Gallant.</p><p>Capacidad 180&nbsp;ml.</p><p>Caja de 12 unidades.</p><p>Opcional servicio de&nbsp;impresion.&nbsp;</p><p>Producto importado.</p>,in stock,new,2386.27 ARS,https://dc-inc-web-v3.vercel.app/producto/copa-gallant-champagne-180-ml,https://cdn.sanity.io/images/4sov2yyo/production/1b772ad3214cc98d75fc08016ccc110d8a708909-1280x1280.png,,DC Inc,NACBL0185,,
NAG0600,Copa Gin 600 ml,<p>Capacidad 600 ml</p><p>Caja de 600&nbsp;ml: 6 unidades</p><p>Opcional servicio de impresion</p>,in stock,new,3244.26 ARS,https://dc-inc-web-v3.vercel.app/producto/copa-gin-600-ml,https://cdn.sanity.io/images/4sov2yyo/production/ad10a3cf7a5ce35480c6b8e720bc0ffc72375af8-1280x1280.jpg,,DC Inc,NAG0600,,
CRGP0620,Copa Gin Premier 620 ml,<p>Capacidad 620 ml</p><p>Caja de 600&nbsp;ml: 24 unidades</p><p>Opcional servicio de impresion</p>,in stock,new,4078.78 ARS,https://dc-inc-web-v3.vercel.app/producto/copa-gin-premier-620-ml,https://cdn.sanity.io/images/4sov2yyo/production/5d3da70316ebfbd142915867e81590a0714fceb7-1280x1280.png,,DC Inc,CRGP0620,,
NAGR0615,Copa Gin Royal 615 ml,<p>Capacidad 615 ml</p><p>Caja de 12 unidades</p><p>Opcional servicio de impresion</p><p>Producto importado</p>,in stock,new,3428.72 ARS,https://dc-inc-web-v3.vercel.app/producto/copa-gin-royal-615-ml,https://cdn.sanity.io/images/4sov2yyo/production/0b3d1817943cdf5f175ad27dafa369d81b18f709-1280x1280.jpg,,DC Inc,NAGR0615,,
CGCH0670,Copa Gino 670 ml,<p>Copa Gino.</p><p>Capacidad 670 ml.</p><p>Caja de 24&nbsp;unidades.</p><p>Opcional servicio de&nbsp;impresion.&nbsp;</p><p>Producto importado.</p>,in stock,new,3345.12 ARS,https://dc-inc-web-v3.vercel.app/producto/copa-gino-670-ml,https://cdn.sanity.io/images/4sov2yyo/production/c7f7c7e6b30c6a21b6159911ec0895839e41c355-1280x1280.jpg,,DC Inc,CGCH0670,,
LBG0399,Copa Goblet 399 ml,<p>Copa Goblet 399ml Libbey.</p><p>Capacidad 399 ml.</p><p>Caja de 12&nbsp;unidades.</p><p>Opcional servicio de&nbsp;impresion.&nbsp;</p><p>Producto importado.</p>,in stock,new,14522.59 ARS,https://dc-inc-web-v3.vercel.app/producto/copa-goblet-399-ml,https://cdn.sanity.io/images/4sov2yyo/production/915b8d63327fab491a095a2e0c4872f971fdb9b8-1280x1280.jpg,,DC Inc,LBG0399,,
NAHR0355,Copa Hurricane 380 ml,<p>- Capacidad 380 ml</p><p>- Caja de 6 unidades</p><p>- Opcional servicio de impresion</p><p>- Producto Importado</p>,in stock,new,4163.20 ARS,https://dc-inc-web-v3.vercel.app/producto/copa-hurricane-380-ml,https://cdn.sanity.io/images/4sov2yyo/production/0f9bdde23382af5ebf51b0dac7d6453734cacef8-1280x1280.png,,DC Inc,NAHR0355,,
NAMG0335,Copa Margarita 335 ml,<p>- Capacidad 335 ml</p><p>- Caja de 6 unidades</p><p>- Opcional servicio de impresion</p><p>- Producto Importado</p>,in stock,new,3550.58 ARS,https://dc-inc-web-v3.vercel.app/producto/copa-margarita-335-ml,https://cdn.sanity.io/images/4sov2yyo/production/57279a6a3615b79a8e69f2942df0d3b8f7e08183-1280x1280.jpg,,DC Inc,NAMG0335,,
NAMT0250,Copa Martini 250 ml,<p>- Capacidad 250 ml</p><p>- Caja de 6 unidades</p><p>- Opcional servicio de impresion</p><p>- Producto Importado</p>,in stock,new,2877.03 ARS,https://dc-inc-web-v3.vercel.app/producto/copa-martini-250-ml,https://cdn.sanity.io/images/4sov2yyo/production/f36b5641a87a026d71bc2827a19a610625253e57-1280x1280.jpg,,DC Inc,NAMT0250,,
NAMS0360,Copa MilkShake 360 ml,<p>- Capacidad 360 ml</p><p>- Caja de 12 unidades</p><p>- Opcional servicio de impresion</p><p>- Producto Importado</p>,in stock,new,5877.56 ARS,https://dc-inc-web-v3.vercel.app/producto/copa-milkshake-360-ml,https://cdn.sanity.io/images/4sov2yyo/production/e630420fa9fdb891a137b0ae69a9f949f15631a5-1280x1280.png,,DC Inc,NAMS0360,,
PRP0490,Copa Patagónica 490 ml,<p>- Capacidad 490 ml</p><p>- Caja de 12 unidades</p><p>- Opcional servicio de impresion</p><p>- Producto Nacional</p>,in stock,new,7064.91 ARS,https://dc-inc-web-v3.vercel.app/producto/copa-patagonica-490-ml,https://cdn.sanity.io/images/4sov2yyo/production/a5780fca076c582b9bffba6384c996bafa1b5f66-1280x1280.jpg,,DC Inc,PRP0490,,
CRP0442,Copa Praga 442 ml,<p>Capacidad 442&nbsp;ml</p><p>Caja de 442&nbsp;ml: 24 unidades</p><p>Opcional servicio de impresion</p>,in stock,new,2893.17 ARS,https://dc-inc-web-v3.vercel.app/producto/copa-praga-442-ml,https://cdn.sanity.io/images/4sov2yyo/production/2ab6d261e6bfcb48b60f5e302db1055043ebf51a-1280x1280.png,,DC Inc,CRP0442,,
NAPG0220,Copa Prestige 220 ml,<p>Copa Prestige.</p><p>Capacidad 220 ml.</p><p>Caja de 12 unidades.</p><p>Opcional servicio de&nbsp;impresion.&nbsp;</p><p>Producto importado.</p>,in stock,new,2205.12 ARS,https://dc-inc-web-v3.vercel.app/producto/copa-prestige-220-ml,https://cdn.sanity.io/images/4sov2yyo/production/c25eafa852ce7c546c78a48a1af5374cdd453494-1280x1280.png,,DC Inc,NAPG0220,,
NAPG0350,Copa Prestige 350 ml,<p>Copa Prestige.</p><p>Capacidad 350 ml.</p><p>Caja de 12 unidades.</p><p>Opcional servicio de&nbsp;impresion.&nbsp;</p><p>Producto importado.</p>,in stock,new,2386.27 ARS,https://dc-inc-web-v3.vercel.app/producto/copa-prestige-350-ml,https://cdn.sanity.io/images/4sov2yyo/production/6cf10c1ffcdf11ffc44ed7fc58ed053475b528b2-1280x1280.png,,DC Inc,NAPG0350,,
NAPG0500,Copa Prestige 500 ml,<p>Copa Prestige.</p><p>Capacidad 500 ml.</p><p>Caja de 6&nbsp;unidades.</p><p>Opcional servicio de&nbsp;impresion.&nbsp;</p><p>Producto importado.</p>,in stock,new,2633.29 ARS,https://dc-inc-web-v3.vercel.app/producto/copa-prestige-500-ml,https://cdn.sanity.io/images/4sov2yyo/production/9a74720420cba0ab4fec292d9bb985992ccd74b1-1280x1280.png,,DC Inc,NAPG0500,,
NAPG0600,Copa Prestige 600 ml,<p>Copa Prestige.</p><p>Capacidad 600 ml.</p><p>Caja de 6&nbsp;unidades.</p><p>Opcional servicio de&nbsp;impresion.&nbsp;</p><p>Producto importado.</p>,in stock,new,3122.41 ARS,https://dc-inc-web-v3.vercel.app/producto/copa-prestige-600-ml,https://cdn.sanity.io/images/4sov2yyo/production/34011bac5cee03875792defd26b216f98da766aa-1280x1280.jpg,,DC Inc,NAPG0600,,
NARA0500,Copa Ravena 500 ml,<p>Capacidad 500 ml</p><p>&gt;Caja de 500 ml: 12 unidades</p><p></p><p>Opcional servicio de impresion</p>,in stock,new,2570.72 ARS,https://dc-inc-web-v3.vercel.app/producto/copa-ravena-500-ml,https://static.wixstatic.com/media/22f60f_bb87e1b5d5234b30a507757e73b2eca4~mv2.png,,DC Inc,NARA0500,,
LBS0580,Copa Spirit 580 ml,<p>Capacidad 580 ml</p><p>Caja de&nbsp;6 unidades</p><p>Opcional servicio de impresion</p>,in stock,new,7888.47 ARS,https://dc-inc-web-v3.vercel.app/producto/copa-spirit-580-ml,https://cdn.sanity.io/images/4sov2yyo/production/e725b8bb95e5bda88739fad9b63891f1a2b16289-1280x1280.jpg,,DC Inc,LBS0580,,
NACW0330,Copa Windsor Cerveza 330 ml,<p>Capacidad 330&nbsp;ml</p><p>Caja de 330 ml: 12&nbsp;unidades</p><p>Opcional servicio de impresion</p>,in stock,new,2692.58 ARS,https://dc-inc-web-v3.vercel.app/producto/copa-windsor-cerveza-330-ml,https://cdn.sanity.io/images/4sov2yyo/production/614ada3d08ef95ce73e725b7c00ce22ab1d0bd41-1280x1280.jpg,,DC Inc,NACW0330,,
NAWC0330,Copa Windsor Cognac 330 ml,<p>Capacidad 330&nbsp;ml</p><p>Caja de 330 ml: 12 unidades</p><p>Opcional servicio de impresion</p>,in stock,new,2877.03 ARS,https://dc-inc-web-v3.vercel.app/producto/copa-windsor-cognac-330-ml,https://cdn.sanity.io/images/4sov2yyo/production/c6acbd1b81e0f827ea6f68b2c24632b2dbebd609-1280x1280.jpg,,DC Inc,NAWC0330,,
ROCB400,Copon Bombe 400 ml,<p>Capacidad 400 ml</p><p>Caja de 400 ml: 48 unidades</p><p>Opcional servicio de impresion</p>,in stock,new,1448.24 ARS,https://dc-inc-web-v3.vercel.app/producto/copon-bombe-400-ml,https://cdn.sanity.io/images/4sov2yyo/production/0de720c3a55e0dd1a5fb7fd8d6617d5c3379ae17-1280x1280.jpg,,DC Inc,ROCB400,,
NASD0460,Copon s/pie Dubai 460 ml,<p>Capacidad 460 ml</p><p>Caja de 460 ml: 24&nbsp;unidades</p><p>Opcional servicio de impresion</p>,in stock,new,1836.22 ARS,https://dc-inc-web-v3.vercel.app/producto/copon-s-pie-dubai-460-ml,https://cdn.sanity.io/images/4sov2yyo/production/ce213e43e8ce8dd0b3fcf4c2caa0e0254484e496-1280x1280.jpg,,DC Inc,NASD0460,,
NACD500,Copon s/pie Dubai 500 ml,<p>Capacidad 500 ml</p><p>Caja de 500 ml: 12 unidades</p><p>Opcional servicio de impresion</p>,in stock,new,2326.98 ARS,https://dc-inc-web-v3.vercel.app/producto/copon-s-pie-dubai-500-ml,https://cdn.sanity.io/images/4sov2yyo/production/842a94707ade60e2b048c357630d93a49a548ece-1280x1280.jpg,,DC Inc,NACD500,,
RICF0450,Copon s/pie Flint 450 ml,<p>Copon sin pie Flint Rigolleau 450 ml</p><p>Capacidad 450 ml</p><p>Caja de 450 ml: 36 unidades</p><p>Opcional servicio de impresion</p>,in stock,new,1752.75 ARS,https://dc-inc-web-v3.vercel.app/producto/copon-s-pie-flint-450-ml,https://cdn.sanity.io/images/4sov2yyo/production/a8a1510e0f8649465f4e0137a317db1b470f466c-1280x1280.png,,DC Inc,RICF0450,,
product_65ab1d7f-9cfb-de3b-062f-a6659a16a592,Copon s/pie Mikonos 460 ml,<p>Capacidad 460 ml</p><p>Caja de 460 ml: 48 unidades</p><p>Opcional servicio de impresion</p>,in stock,new,572.44 ARS,https://dc-inc-web-v3.vercel.app/producto/copon-s-pie-mikonos-460-ml,https://cdn.sanity.io/images/4sov2yyo/production/efffdab6c158c5adc59aa707371eea8dc30d8cb4-1280x1280.png,,DC Inc,product_65ab1d7f-9cfb-de3b-062f-a6659a16a592,,
NABA0345,Copon s/pie alto Aruba 465 ml,<p>Capacidad 465 ml</p><p>Caja de 465 ml: 12 unidades</p><p>Opcional servicio de impresion</p>,in stock,new,1958.09 ARS,https://dc-inc-web-v3.vercel.app/producto/copon-s-pie-alto-aruba-465-ml,https://cdn.sanity.io/images/4sov2yyo/production/596517920a3956447ca3b3f416e356ae37e76ff0-1280x1280.png,,DC Inc,NABA0345,,
CRAM0460,Copon s/pie alto Mikonos 460 ml,<p>Capacidad 460 ml</p><p>Caja de 460 ml: 48 unidades</p><p>Opcional servicio de impresion</p>,in stock,new,2447.26 ARS,https://dc-inc-web-v3.vercel.app/producto/copon-s-pie-alto-mikonos-460-ml,https://cdn.sanity.io/images/4sov2yyo/production/efffdab6c158c5adc59aa707371eea8dc30d8cb4-1280x1280.png,,DC Inc,CRAM0460,,
CRA0463,Copon s/pie alto Sicilia 463 ml,<p>Capacidad 463&nbsp;ml</p><p>Caja de 463&nbsp;ml: 48 unidades</p><p>Opcional servicio de impresion</p>,in stock,new,2301.12 ARS,https://dc-inc-web-v3.vercel.app/producto/copon-s-pie-alto-sicilia-463-ml,https://cdn.sanity.io/images/4sov2yyo/production/8dc8a58e23a21aaa628961a183243dc5ec056c2d-1280x1280.jpg,,DC Inc,CRA0463,,
NAAA0465,Copon s/pie bajo Aruba 345 ml,<p>Capacidad 345  ml</p><p>Caja de 345 ml: 24 unidades</p><p>Opcional servicio de impresion</p>,in stock,new,1836.22 ARS,https://dc-inc-web-v3.vercel.app/producto/copon-s-pie-bajo-aruba-345-ml,https://cdn.sanity.io/images/4sov2yyo/production/596517920a3956447ca3b3f416e356ae37e76ff0-1280x1280.png,,DC Inc,NAAA0465,,
CRBM0343,Copon s/pie bajo Mikonos 343 ml,<p>Capacidad 343 ml</p><p>Caja de 343 ml: 48 unidades</p><p>Opcional servicio de impresion</p>,in stock,new,2447.26 ARS,https://dc-inc-web-v3.vercel.app/producto/copon-s-pie-bajo-mikonos-343-ml,https://cdn.sanity.io/images/4sov2yyo/production/3df853496cfc18bda4a6260699d4f6d4c9e2c2f7-1280x1280.png,,DC Inc,CRBM0343,,
CRB0369,Copon s/pie bajo Sicilia 369 ml,<p>Copon sin pie bajo Sicilia.</p><p>Capacidad 369 ml.</p><p>Caja de 48 unidades.</p><p>Producto importado.</p>,in stock,new,2374.19 ARS,https://dc-inc-web-v3.vercel.app/producto/copon-s-pie-bajo-sicilia-369-ml,https://cdn.sanity.io/images/4sov2yyo/production/d100879115155d224160608139005482bbb47f9d-1280x1280.jpg,,DC Inc,CRB0369,,
CSCH0400,Copon sin tallo alto 440 ml,<p>Capacidad 440 ml</p><p>Caja de 440 ml: 24 unidades</p><p>Opcional servicio de impresion</p>,in stock,new,2341.83 ARS,https://dc-inc-web-v3.vercel.app/producto/copon-sin-tallo-alto-440-ml,https://cdn.sanity.io/images/4sov2yyo/production/9b06c2f42332fc2e797e4fd9d970556bc2f32fef-1280x1280.jpg,,DC Inc,CSCH0400,,
NACY0350,Cylinder Refresco 350 ml,<p>Cylinder Refresco.</p><p>Capacidad 350&nbsp;ml.</p><p>Caja de 24 unidades.</p><p>Opcional servicio de impresion.</p><p>&nbsp;</p>,in stock,new,1408.04 ARS,https://dc-inc-web-v3.vercel.app/producto/cylinder-refresco-350-ml,https://cdn.sanity.io/images/4sov2yyo/production/170b90640b2c90c2f6d5356b5e6c5667b4e1a6f9-1280x1280.jpg,,DC Inc,NACY0350,,
DEC1800,Decantador 1800 ml,<p>- Capacidad 1800 ml</p><p>- Caja de 1 unidad</p><p>- Opcional servicio de impresion</p><p>- Producto Importado</p>,in stock,new,23212.04 ARS,https://dc-inc-web-v3.vercel.app/producto/decantador-1800-ml,https://cdn.sanity.io/images/4sov2yyo/production/ccf1f0a6000930d615a529b89c2df64b9647da5c-1280x1280.png,,DC Inc,DEC1800,,
DEC2000,Decantador 2000 ml,<p>- Capacidad 2000 ml</p><p>- Caja de 1 unidad</p><p>- Opcional servicio de impresion</p><p>- Producto Importado</p>,in stock,new,24501.59 ARS,https://dc-inc-web-v3.vercel.app/producto/decantador-2000-ml,https://cdn.sanity.io/images/4sov2yyo/production/cdd7a0d42e0b601c5a4185a2212944ea30da0210-1280x1280.png,,DC Inc,DEC2000,,
NAMA0500,Decantador 500 ml,<p>- Capacidad 500 ml</p><p>- Caja de 12 unidades</p><p>- Opcional servicio de impresion</p><p>- Producto Importado</p>,in stock,new,2020.66 ARS,https://dc-inc-web-v3.vercel.app/producto/decantador-500-ml,https://cdn.sanity.io/images/4sov2yyo/production/43aec55c5f2d95d00f35d399db4c65ddca48bc42-16001x16000.png,,DC Inc,NAMA0500,,
NAMA0900,Decantador 950 ml,<p>- Capacidad 950 ml</p><p>- Caja de 12 unidades</p><p>- Opcional servicio de impresion</p><p>- Producto Importado</p>,in stock,new,3957.35 ARS,https://dc-inc-web-v3.vercel.app/producto/decantador-950-ml,https://cdn.sanity.io/images/4sov2yyo/production/45642fa70898b08ca9c7898cca95cf75a4000c23-16001x16000.png,,DC Inc,NAMA0900,,
product_0a3d0b0d-4196-d47a-dcd5-910039ce9d5e,Etiquetas,"<p>Etiquetas autoadhesivas para vestir tu cerceva en botellas, botellones, barriles y latas. Asesoramiento para que elijas el material,&nbsp;calidad y precio mas conveniente.&nbsp;</p><p>Disponibles en vinilo, papel ilustracion, OPP o PVC termocontraible.</p><p>&nbsp;</p>",in stock,new,4.00 ARS,https://dc-inc-web-v3.vercel.app/producto/etiquetas,https://cdn.sanity.io/images/4sov2yyo/production/d16f1ac12b2c797e1e80c6a53fcf6fa22188aff8-1000x1000.jpg,,DC Inc,product_0a3d0b0d-4196-d47a-dcd5-910039ce9d5e,,
NAJB1500,Jarra Bar 1500 ml,<p>- Capacidad 1500 ml</p><p>- Caja de 6 unidades</p><p>- Opcional servicio de impresion</p><p>- Producto Importado</p>,in stock,new,7468.41 ARS,https://dc-inc-web-v3.vercel.app/producto/jarra-bar-1500-ml,https://cdn.sanity.io/images/4sov2yyo/production/688457e755ca54ea7d7fb1fcd7a53bfee5c7275c-1280x1280.png,,DC Inc,NAJB1500,,
NAJB0780,Jarra Bar 780 ml,<p>- Capacidad 780 ml</p><p>- Caja de 6 unidades</p><p>- Opcional servicio de impresion</p><p>- Producto Importado</p>,in stock,new,4163.20 ARS,https://dc-inc-web-v3.vercel.app/producto/jarra-bar-780-ml,https://cdn.sanity.io/images/4sov2yyo/production/688457e755ca54ea7d7fb1fcd7a53bfee5c7275c-1280x1280.png,,DC Inc,NAJB0780,,
